Mstar,class_star,qir,log(S8/S45),log(S58/S36),log(S45/S36)
0.921096387,0.000207606,0.603998762,0.464579855,0.469697864,0.255968331
0.915103483,0.027795688,0.679685196,0.430064112,0.48159592,0.142221686
0.90500861,0.974075787,0.654613225,0.70903248,0.738763348,0.611334021
0.906099307,0.028618163,0.647593247,0.620430375,0.469834243,0.227546509
0.86403457,0.018508554,0.584251167,0.596255436,0.439778212,0.469085441
0.917545695,0.009624959,0.607783408,0.543016368,0.580341788,0.556198519
0.919655956,0.002615356,0.61525541,0.417565367,0.434822796,0.179210817
0.916045987,0.000276137,0.64381467,0.519559803,0.462073522,0.126565295
0.90619415,0.000285999,0.60825906,0.496579872,0.409319048,0.099946261
0.913093993,0.277441434,0.546587491,0.667545454,0.683111542,0.596803688
0.926283125,0.005855341,0.654329001,0.451150749,0.597184218,0.541841519
0.946875954,0.020791518,0.378680532,0.393455186,0.463111247,0.33632953
0.887788642,0.028707022,0.621659252,0.589731069,0.442407229,0.286512199
0.932204897,0.643623112,0.643954712,0.389643533,0.671205744,0.591225557
0.899501777,0.028708229,0.647064566,0.781746014,0.391686649,0.177411553
0.938583102,0.028707827,0.638731205,0.576435658,0.501827104,0.154267497
0.871981838,0.004952662,0.580051082,0.144478728,0.551096925,0.422881637
0.902400422,0.028708229,0.762327598,0.833131219,0.464245147,0.270114284
0.943805405,0.003963035,0.492190226,0.49212109,0.425269271,0.302326166
0.90962036,0.045382945,0.657386886,0.794464619,0.819667764,0.650874658
0.860132366,0.000303711,0.63386008,0.440930545,0.56460924,0.259694592
0.930106491,0.090360238,0.359598129,0.415119283,0.395363337,0.237620563
0.893698559,0.03757522,0.459808148,0.4880571,0.55587493,0.506769709
0.901772086,0.000300893,0.614079943,0.485479448,0.458404612,0.224279049
0.932489426,0.000268389,0.320387778,0.501264565,0.546058225,0.5297109
0.923526744,0.83851616,0.5782815,0.536545106,0.514379551,0.280333159
0.857026844,0.028711047,0.652606596,0.763122526,0.574736773,0.177779185
0.917848008,0.011799038,0.557987787,0.617785466,0.694441043,0.538746294
0.923734214,0.028549933,0.568827785,0.768567487,0.66837005,0.34043328
0.898002069,2.51E-05,0.605159814,0.46872526,0.576339892,0.259795926
0.838967513,0.022200181,0.661225139,0.782023804,0.516445857,0.393237532
0.924042454,0.154109743,0.372770881,0.414816847,0.579640087,0.505066088
0.89655571,0.028434507,0.427911594,0.277480089,0.484125972,0.036304911
0.892026947,0.120455192,0.562462851,0.494051436,0.68320158,0.630370141
0.856550257,0.000230551,0.560501083,0.608877638,0.551370634,0.32376003
0.868426996,0.000952191,0.623531175,0.698305782,0.451222022,0.368263909
0.864272271,0.001674033,0.620475503,0.656155582,0.532369453,0.575762324
0.86050344,0.957906854,0.64507195,0.596862724,0.681542816,0.748252415
0.929075071,0.028433199,0.632068011,0.497460238,0.449240801,0.101525833
0.895518363,0.000560829,0.642432561,0.507973087,0.520927479,0.1610552
0.917130756,0.86852618,0.67862403,0.614998683,0.530158893,0.294278864
0.90307618,0.019811854,0.639671393,0.56910126,0.500205477,0.218777268
0.925097585,0.000318101,0.61190775,0.425579683,0.437098979,0.137135925
0.868410398,0.028763578,0.611695846,0.735479636,0.413819866,0.367621139
0.939549317,0.021913981,0.329539118,0.511316415,0.455378147,0.391261756
0.93941298,0.028524272,0.647597567,0.510214115,0.451827472,0.245104525
0.957119019,0.004042133,0.483766616,0.64214854,0.69915064,0.6031555
0.876597145,0.00093136,0.621490174,0.721146696,0.520923546,0.393349974
0.899584765,0.002154959,0.651451896,0.576718687,0.466720371,0.191177405
0.919098753,0.028673108,0.640401987,0.645934443,0.507711223,0.246105687
0.909744842,0.028706317,0.618149754,0.880435279,0.775317158,0.656137187
0.93103714,0.026697679,0.621784403,0.559160304,0.511107352,0.151661401
0.906081524,0.000205694,0.611281264,0.491292178,0.415475869,0.239951299
0.864084363,0.017889056,0.664821983,0.717916252,0.354757667,0.338523879
0.843977605,0.028683373,0.646574077,0.920285701,0.435258869,0.132175621
0.923532672,0.028795881,0.624923964,0.690040322,0.559031661,0.267531444
0.926194209,0.000211833,0.344981458,0.38213545,0.486913997,0.285398389
0.92650245,0.028699474,0.446426243,0.408993529,0.437858357,0.027752584
0.938268934,0.028878098,0.674225527,0.601927538,0.527154011,0.246495731
0.904878201,0.000222097,0.575700795,0.384990642,0.340264691,0.340748914
0.910900744,0.000230651,0.619664696,0.426260477,0.450746478,0.165865581
0.885945127,0.029522754,0.575891629,0.726231366,0.497633671,0.193163031
0.885945127,0.000107476,0.5447174,0.503155107,0.526768068,0.431082328
0.950723031,0.028707927,0.394350587,0.452879518,0.441672159,0.088334604
0.930302105,0.028912716,0.645982757,0.48941098,0.425227545,0.039880693
0.913005077,0.000167655,0.5748611,0.456484283,0.41473587,0.308348023
0.896715758,7.13E-05,0.655206112,0.43065259,0.560694807,0.462351006
0.937136743,0.075528015,0.612289703,0.605876482,0.805926131,0.625306524
0.865103335,0.000194423,0.63123702,0.544822415,0.589579199,0.238960486
0.895850314,0.000422156,0.601717761,0.605119904,0.557306693,0.186419175
0.905761428,0.000332391,0.603130523,0.467592808,0.465972268,0.114301128
0.889970035,0.028700279,0.632924231,0.602854739,0.507052385,0.23175704
0.911025225,0.000143805,0.591072752,0.46624636,0.459412754,0.263673687
0.9019677,0.000364594,0.510340028,0.59070714,0.555699561,0.533039088
0.869907143,0.000754749,0.637799361,0.727953374,0.496353054,0.374399709
0.931458007,0.028226599,0.652845265,0.607255225,0.506760352,0.265704179
0.891683141,0.028706519,0.655587655,0.704587476,0.436126079,0.354131032
0.865018569,0.057457819,0.555561069,0.714735535,0.689462226,0.61621737
0.911505369,0.008118682,0.673124164,0.582858491,0.436339541,0.566983183
0.849052902,0.973077506,0.249604083,0.528039965,0.628845794,0.499028236
0.889282422,0.000842501,0.600849268,0.703812848,0.488507224,0.296783018
0.856757726,0.000560426,0.622621976,0.719923479,0.423799123,0.335538453
0.893882317,0.000250677,0.585443746,0.391889488,0.441886847,0.358596556
0.858684821,0.000563848,0.451731264,0.396686361,0.449214329,0.137907186
0.938221512,0.028708028,0.343046752,0.370714265,0.383449973,0.026444737
0.914113557,0.03259911,0.651338933,0.553296277,0.541524929,0.177640384
0.88526937,0.00024323,0.646006901,0.449817563,0.435722774,0.272208159
0.838412681,6.70E-05,0.627370317,0.77015192,0.8327635,0.551882972
0.813392452,0.013333191,0.585054673,0.781817281,0.689536272,0.58837314
0.883425855,0.024876822,0.63579621,0.412693159,0.515312725,0.141291095
0.668626759,0.000375563,0.453862714,0.67483986,0.698644149,0.575805501
0.922916191,0.000516248,0.587564647,0.486026586,0.442479896,0.143368182
0.930142057,2.55E-05,0.62610615,0.385736842,0.58415992,0.525355655
0.915856301,0.025705537,0.647696746,0.498798242,0.65980478,0.53190014
0.917557551,0.000267785,0.571453247,0.452868346,0.457083534,0.331594394
0.918980199,9.77E-05,0.640409763,0.535523181,0.408072408,0.34855927
0.926745485,0.000222601,0.614895506,0.492950757,0.399124283,0.192684374
0.938932836,0.028692229,0,0.404108995,0.401278089,0.234483264
0.888837845,0.026351803,0.646570007,0.619078654,0.535897491,0.165909205
0.914297316,0.028706921,0.631470511,0.593018737,0.46969478,0.233295699
0.915512494,0.028711047,0.546646797,0.417837592,0.391209767,0.25618564
0.888701508,0.017216323,0.636725356,0.455185628,0.609377498,0.559144657
0.916988491,0.000239708,0.634369594,0.522022984,0.473775081,0.234621467
0.884824792,0.028579117,0.673197889,0.586352285,0.426918839,0.087123743
0.922643517,0.000217971,0.599648529,0.505444321,0.461150101,0.300782395
0.941481747,0.007770894,0.306343422,0.456810329,0.435421893,0.258764124
0.940557026,0.02869716,0.602381825,0.481286835,0.421202542,0.021871131
0.952471703,0.208724172,0.533949687,0.741956751,0.576865621,0.565133467
0.899353584,0.028708833,0.648130051,0.736098884,0.469766648,0.361035837
0.908079159,0.812928263,0.516460551,0.676716081,0.650255738,0.446999517
0.876697916,0.00022562,0.648388146,0.34139983,0.477748229,0.159279491
0.916899576,0.00024152,0.665540497,0.474958443,0.441655079,0.224047851
0.919987907,6.00E-05,0.636992494,0.533895225,0.652301113,0.53058329
0.909033518,0.028712959,0.32034244,0.361887756,0.408532379,0.273855905
0.912809463,0.029578807,0.576484361,0.532863216,0.450565706,0.194528375
0.919519619,6.40E-05,0.54552744,0.373850353,0.454356914,0.345642268
0.94343196,0.027254482,0.410957567,0.444583335,0.452651279,0.011667627
0.87815613,0.000258325,0.613340847,0.463224693,0.643475433,0.676251993
0.897296672,0.028075448,0.643536834,0.740074292,0.499119121,0.402408895
0.834127546,0.000995061,0.615524778,0.859848259,0.525260211,0.394703285
0.874510594,0.000136962,0.594157806,0.554026637,0.659841982,0.54191042
0.894445449,0.000166548,0.624360426,0.439958098,0.301979941,0.350850392
0.906164511,0.020694608,0.658233971,0.576759078,0.460776434,0.121104222
0.911179346,0.000434132,0.597373628,0.525448833,0.469570495,0.137543602
0.949075131,0.005344125,0.62290469,0.458120624,0.568475892,0.471411726
0.865050578,0.028620075,0.649806507,0.785276823,0.531528892,0.451951017
0.921772145,0.028715374,0.537668111,0.499079069,0.351880747,0.179938341
0.796045039,0.028708229,0.653137025,0.831056345,0.469728951,0.104526352
0.922003325,0.000216663,0.636549845,0.488190412,0.45578623,0.178858988
0.922276,0.000174397,0.579041405,0.566245376,0.550112311,0.414972618
0.942803624,0.000159,0.64636174,0.483518449,0.621592713,0.560325236
0.925690355,0.033894964,0.598811123,0.422994514,0.360594354,0.282770094
0.931778102,0.028702191,0.633502187,0.550048244,0.490805957,0.106857235
0.910912599,0.004480491,0.62099766,0.533622943,0.479261291,0.143948346
0.908997952,0.028668982,0.613469428,0.656416995,0.472365374,0.349270247
0.888049461,0.991863003,0.609919628,0.842954721,0.821260611,0.569836406
0.904824851,0.000259835,0.577519231,0.392941396,0.415756311,0.178372779
0.87459951,0.028707022,0.641309473,0.837911802,0.436507343,0.219257531
0.910284263,0.002224899,0.546543939,0.438015336,0.424754706,0.513809343
0.92049769,0.983600013,0.613762674,0.627020294,0.661181109,0.58497038
0.926306836,0.000143201,0.57786034,0.60250421,0.554008001,0.542167285
0.946686268,0.026295549,0.397092309,0.409397204,0.374599139,0.23571504
0.860681863,0.001073655,0.6545022,0.880232455,0.458686144,0.132110418
0.897231468,0.239163191,0.607598069,0.467956908,0.652273825,0.539008479
0.926466883,0.000223506,0.565610546,0.540967924,0.452899646,0.319406036
0.833752323,0.029639388,0.597586445,0.534462364,0.592055701,0.446571251
0.897255179,0.029052294,0.5955454,0.712187667,0.576868959,0.268232294
0.836272188,0.028708028,0.629478888,0.907239997,0.507941297,0.365874637
0.91384681,0.028707324,0.589811186,0.746950046,0.471249024,0.342505006
0.905310923,0.000202675,0.548602902,0.541154306,0.57529153,0.484839108
0.944362609,0.028707626,0.338362417,0.424229294,0.423134613,0.133377157
0.88477737,0.000226525,0.521968905,0.472581219,0.529038233,0.325733843
0.905998536,0.00095038,0.617857392,0.55632998,0.502783024,0.084459352
0.910426528,0.000434534,0.615956018,0.473808289,0.454032903,0.258866966
0.905690295,0.000171278,0.664835324,0.449102805,0.299845713,0.31927309
0.89871932,0.028595017,0.645487716,0.558249978,0.469731482,0.160846258
0.908085086,0.027716389,0.55406888,0.510170645,0.425189383,0.16858735
0.912246331,7.89E-05,0.610051345,0.553455871,0.48794068,0.342652696
0.901114111,3.21E-05,0.605856489,0.564942909,0.663339726,0.6534694
0.936395781,0.000129213,0.531630989,0.575056548,0.639957645,0.535228245
0.907889472,0.00061024,0.358575165,0.334985307,0.407589396,0.098636648
0.907450822,0.028604175,0.636648079,0.560736028,0.422888942,0.149320207
0.908600796,0.000289824,0.663639299,0.503278708,0.466744319,0.155106362
0.923740141,0.023648393,0.642928719,0.573117077,0.487971834,0.202463094
0.888262858,0.028708229,0.605309955,0.548034842,0.354356751,0.134542962
0.872881662,0.839466137,0.630924455,0.842681485,0.826105034,0.636765038
0.906454969,3.82E-05,0.59032312,0.537998999,0.46915203,0.462125712
0.912109994,0.000320919,0.612716646,0.523753117,0.68672879,0.572847153
0.937492405,0.000363789,0.605765759,0.544248105,0.477336263,0.216780922
0.927427171,0.028706317,0.295937016,0.397235631,0.403625443,0.05983575
0.884563973,0.000904893,0.631795837,0.488683478,0.57206768,0.284286424
0.935133181,0.425814985,0.615333868,0.497683628,0.60404855,0.564029924
0.887563389,0.00035131,0.630574592,0.560551947,0.521310111,0.179978479
0.909537373,0.02879105,0.651806635,0.809380484,0.520903512,0.214817177
0.898067273,0.000290226,0.630097315,0.510731423,0.528533354,0.175642076
0.901214882,0.297863326,0.578857137,0.479603133,0.583639629,0.544816708
0.887634522,0.001727268,0.620678192,0.774486694,0.425832774,0.245355903
0.925346548,0.06059697,0.569852766,0.675034394,0.574846967,0.402234723
0.908298483,0.303844358,0.505255982,0.661370257,0.719540722,0.627701479
0.911582429,0.000237394,0.667442306,0.273342609,0.569407402,0.520299399
0.883242096,0.108242551,0.507830496,0.440739016,0.251807739,0.552101885
0.916437215,0.792884148,0.660755557,0.428204764,0.617444004,0.587234804
0.876182206,2.22E-05,0.577802784,0.438133698,0.42220581,0.452261213
0.922596095,0.000143805,0.59353169,0.503199836,0.529534831,0.435479695
0.914214328,0.027516028,0.687284848,0.4804078,0.442670108,0.093165199
0.909922673,0.000261848,0.62519252,0.479071058,0.437686607,0.141357678
0.911309755,0.000711376,0.603326787,0.516715061,0.524489112,0.366343519
0.899335801,0.000807279,0.645356146,0.53639877,0.534803684,0.107236115
0.899163898,0.000827507,0.659879423,0.599981712,0.386900858,0.284199477
0.849577503,0.092025213,0.650855534,0.903248905,0.462874271,0.143369512
0.933366726,0.015632558,0.636364715,0.617935124,0.584017884,0.463812718
0.833083086,0.028840361,0.409403548,0.444865182,0.640245278,0.271077958
0.926431317,0.003570364,0.632642921,0.607282056,0.523438602,0.121364869
0.920402846,0.000356443,0.58195461,0.406359915,0.464918133,0.493930571
0.913141414,0.028700782,0.604357536,0.605507923,0.431598035,0.298095726
0.909821902,0.02871316,0.578925615,0.712217263,0.445934432,0.336618791
0.926170498,0.181464456,0.492435724,0.492926615,0.59570452,0.512112603
0.904392129,0.028627622,0.635821872,0.625278715,0.493626362,0.095534937
0.912009224,0.028715274,0.345750223,0.419651822,0.427567633,0.205387724
0.916852154,0.026285687,0.561241674,0.493990161,0.49367633,0.291944045
0.882856796,0.0013032,0.622175913,0.700925345,0.45661488,0.341874742
0.870047036,0.028701286,0.639501224,0.83139414,0.472890102,0.35760746
0.907290774,0.028705311,0.606819756,0.729940093,0.517620256,0.351578761
0.859268107,0.028690518,0.627621498,0.762919807,0.323968624,0.37462428
0.875897676,0.000719728,0.621715948,0.594356352,0.548950711,0.199363049
0.915553988,9.24E-05,0.563510047,0.532934823,0.602497288,0.532349293
0.899252813,3.99E-05,0.562399856,0.461049512,0.523381067,0.447295861
0.917035913,0.001691744,0.633072448,0.650877682,0.530621767,0.180471328
0.934984988,0.028591696,0.418291281,0.477245927,0.370020241,0.140711262
0.920302076,0.226588875,0.337605276,0.480738901,0.600518159,0.523589622
0.891517165,0.000229544,0.626791793,0.468005821,0.532406665,0.574853608
0.889946325,0.028635472,0.603684735,0.706662255,0.496996517,0.360560732
0.901647604,0.027364475,0.647414914,0.517329699,0.469848698,0.103387433
0.902347073,0.035644874,0.636580263,0.806166261,0.840913401,0.672626022
0.8774863,0.00014149,0.677837378,0.500417379,0.399551649,0.396796336
0.878138347,0.003531218,0.640439182,0.663533125,0.445505369,0.334004929
0.916235673,0.000161416,0.58767469,0.33231636,0.277002819,0.236410915
0.883170964,0.028706619,0.664946609,0.72403412,0.389904308,0.334678436
0.920835569,0.000255105,0.627299452,0.569427545,0.489438666,0.195971729
0.948452722,0.00250325,0.361195014,0.495320812,0.394052122,0.125772555
0.891600153,0.00031629,0.60792041,0.408579007,0.425470909,0.126930701
0.932862872,0.028562412,0.476481064,0.501167286,0.515839255,0.195745733
0.916437215,0.028321093,0.350505905,0.482768811,0.426701036,0.020762561
0.840371785,0.000590415,0.416566775,0.506043246,0.573481767,0.471898919
0.924635224,0.000128307,0.570679188,0.383854585,0.689276712,0.539468014
0.923526744,0.000992142,0.664903561,0.774416223,0.464063369,0.317622645
0.756403546,0.000987916,0.622094806,0.754951935,0.403440898,0.138197813
0.910177564,8.25E-06,0.639480886,0.52208114,0.52346758,0.399100248
0.906045957,0.00016846,0.570766447,0.401070449,0.458153336,0.134334552
0.883574047,0.000405753,0.595467124,0.399149702,0.490939393,0.122028049
0.864086734,0.002303292,0.646229806,0.765470825,0.439168896,0.340534252
0.92361566,6.68E-05,0.646283614,0.498247221,0.513567691,0.504639721
0.917427141,0.362545802,0.580757284,0.585447847,0.61813782,0.488461655
0.850361738,0.00023528,0.598678103,0.573513386,0.555107444,0.226853925
0.910254624,0.000418533,0.604772497,0.421724379,0.508317452,0.34782222
0.954676807,0.914104253,0.696674862,0.757461528,0.73715847,0.578621182
0.916312734,0.028716381,0.261487766,0.417866946,0.431020063,0.315313473
0.907527882,0.000209619,0.639884728,0.527343793,0.451559869,0.352134012
0.940942326,0.00103149,0.630798733,0.487617812,0.428579873,0.177719758
0.928547506,0.002983371,0.617181112,0.502254053,0.563314974,0.523216293
0.904125383,0.000493304,0.641117039,0.566942411,0.508421719,0.143219686
0.922157446,0.059052754,0.593253228,0.606300727,0.740325868,0.603344553
0.874913678,0.028682668,0.62128453,0.771082041,0.489738137,0.424785694
0.909709276,0.028700481,0.542747153,0.633548512,0.542684298,0.234440337
0.874611365,0.028702594,0.655568865,0.742397321,0.530213157,0.414685116
0.911001515,0.000296264,0.61472056,0.666148603,0.499665266,0.194450993
0.884504696,0.088754233,0.682576044,0.744801485,0.535692397,0.364716988
0.909246915,0.833283738,0.593764274,0.532755928,0.462804284,0.380669652
0.917029985,0.004964637,0.63973601,0.507497547,0.408988078,0.327754914
0.892975379,0.000218877,0.609727223,0.583223319,0.684478274,0.569279554
0.917676105,0.004646536,0.609591356,0.478290228,0.740754187,0.584766761
0.900414643,0.028708129,0.640274368,0.681177091,0.431158875,0.32797098
0.918197742,0.000926026,0.639842868,0.513422124,0.46542732,0.157796275
0.931647693,0.001250065,0.443975932,0.452961959,0.489051413,0.426628938
0.930604418,0.000959336,0.619566291,0.450468537,0.474623991,0.056045063
0.896757252,0.000261143,0.524542027,0.509589347,0.581021054,0.557886147
0.917421213,0.000993451,0.603156663,0.415369736,0.491185702,0.138206961
0.916366083,0.000475794,0.476986235,0.465422588,0.478160435,0.188856222
0.898233249,0.000117942,0.634068435,0.522428733,0.580231503,0.599759377
0.919092825,3.61E-05,0.599206637,0.544270177,0.543326116,0.454806101
0.936437275,0.910520806,0.610435339,0.830117971,0.892773541,0.823276294
0.945992727,0.028688405,0.388587595,0.451039174,0.395328889,0.106114259
0.937800646,0.017731465,0.523644824,0.470500768,0.41005271,0.15979765
0.770124393,0.882596912,0.561826668,0.843299642,0.908691195,0.758349768
0.875518303,0.028668278,0.610435839,0.601897219,0.521333803,0.162656446
0.861405635,0.000312466,0.611869596,0.534902819,0.541829271,0.177323138
0.891363045,0.028702996,0.661181678,0.810048471,0.45338582,0.333109961
0.902649385,0.014391047,0.624821413,0.566470107,0.490489879,0.315293732
0.852083142,0.026445492,0.592706229,0.693184066,0.089184992,0.528033458
0.862816428,0.000994155,0.60805113,0.670228115,0.423793602,0.378334609
0.928274832,0.116448885,0.625538446,0.548066355,0.653795228,0.582878673
0.889406904,0.000497732,0.636275713,0.476480171,0.406379408,0.199836797
0.910865177,0.028647548,0.637668848,0.677497132,0.505110818,0.288661816
0.939614522,0.000866653,0.634097849,0.663766284,0.526476574,0.175077706
0.930930441,0.012358559,0.505381273,0.595393301,0.613191052,0.545251523
0.852580476,0.02873379,0.618832777,0.768982113,0.50826839,0.373509966
0.840531833,0.000770347,0.617806728,0.75710949,0.444793118,0.455781671
0.904735936,0.743933857,0.540799622,0.418457379,0.631221987,0.61830204
0.907474533,0.00207576,0.596613856,0.507392347,0.496698563,0.374401515
0.917409358,0.757931328,0.664273709,0.521785252,0.652290777,0.585566273
0.909199494,0.00048636,0.62033884,0.487792425,0.474591725,0.163950617
0.899697391,0.99480924,0.608277695,0.679799869,0.669718541,0.61272511
0.924457393,0.006532099,0.542122345,0.491479156,0.530240299,0.403934595
0.885559827,0.000163931,0.586504251,0.781831142,0.764346617,0.573762507
0.886294862,0.028026943,0.42025383,0.254894788,0.379821856,0.233922606
0.896952866,7.76E-05,0.544641007,0.588702803,0.53833578,0.399891842
0.89678689,0.000199757,0.53496861,0.507973425,0.474716531,0.318909415
0.924635224,0.00175786,0.617451531,0.50921757,0.417930798,0.194193386
0.9176109,0.000222299,0.630272331,0.56937439,0.494174154,0.132312079
0.864154903,0.000221796,0.629737118,0.453936946,0.488253234,0.35330207
0.894901882,0.028722318,0.659003263,0.644415992,0.525891314,0.219313873
0.885725802,0.000264665,0.569496377,0.4488689,0.609428455,0.607654981
0.925915607,0.010510129,0.633488778,0.43572782,0.547820086,0.423971328
0.843809258,0.016334173,0.610743814,0.807167654,0.513525276,0.333123307
0.928701626,0.000280263,0.621460647,0.515433315,0.465192623,0.159806707
0.909264698,0.028838247,0.4121295,0.522226409,0.528893605,0.140390133
0.904688514,0.000554086,0.630954871,0.454750199,0.490394227,0.185620706
0.931671404,0.017292805,0.506878991,0.557587824,0.500932659,0.41698712
0.861840729,0.000889698,0.622762947,0.658788819,0.465937839,0.391617574
0.924066165,0.796036683,0.619426411,0.598339701,0.549495378,0.391187934
0.916460926,0.888055557,0.626486041,0.640234452,0.583591899,0.227837442
0.890930323,0.028708129,0.694431319,0.782174992,0.419879022,0.156640983
0.911031153,0.000273521,0.58083918,0.494924071,0.483314546,0.084542953
0.887895341,0.360591606,0.643670343,0.547174415,0.634930516,0.52964389
0.900877003,0.028709034,0.557804115,0.5177998,0.503376721,0.266547776
0.918903138,0.061628963,0.642925397,0.491786582,0.614852983,0.556676906
0.902104037,0.105705388,0.609730515,0.52918511,0.684363632,0.593267796
0.84645242,0.028284866,0.577982247,0.577760316,0.496886697,0.138789498
0.92724934,0.028705412,0.63564839,0.509192311,0.444892698,0.108293968
0.891155575,0.028650164,0.5486131,0.413035163,0.434783606,0.126602442
0.934522628,0.028706619,0.297474005,0.416588243,0.389044198,0.212300884
0.919922703,0.002323016,0.533164831,0.61095017,0.649756779,0.52567153
0.91369269,0.028708129,0.726676707,0.763860263,0.424985618,0.141799147
0.845965756,0.000638618,0.603268586,0.722207435,0.544134373,0.474288749
0.902803506,0.028703198,0.641391885,0.703915728,0.547149278,0.31861826
0.888707435,0.028708028,0.656489728,0.761578631,0.517802106,0.438751556
0.908808266,0.01819961,0.512279673,0.498899463,0.454775778,0.532928103
0.906775065,0.026143392,0.631240213,0.604353026,0.538669062,0.164207602
0.88928835,3.33E-05,0.597451193,0.537390421,0.570207581,0.473724475
0.909697421,0.028337698,0.609930651,0.583942252,0.551028772,0.419140189
0.90470037,0.648567119,0.596307423,0.729581964,0.746900893,0.56424955
0.861814647,0.025900061,0.636424829,0.748593461,0.478324727,0.416114505
0.886140741,0.000805267,0.676782353,0.586365867,0.474073174,0.241458174
0.938677945,0.000549055,0.554217892,0.446181797,0.428971576,0.208193862
0.886508259,0.000150145,0.546601877,0.553357774,0.662791743,0.582685342
0.894919665,0.001349793,0.61384438,0.510038007,0.444472079,0.079586789
0.886443054,0.487630321,0.674220764,0.655182169,0.543355187,0.27801546
0.908932747,0.528729312,0.608013379,0.567506275,0.458043117,0.23900377
0.919264728,0.013939808,0.656142336,0.544246907,0.491623068,0.170207597
0.920645882,0.001446501,0.48304443,0.461885313,0.433291902,0.17995948
0.906852125,0.028709839,0.367284329,0.376565793,0.391548484,0.233355235
0.926413534,0.005287569,0.565855829,0.692399194,0.69992635,0.570223252
0.912779824,0.028707324,0.660589615,0.600694731,0.520124097,0.165990288
0.900219029,0.000376267,0.659533129,0.599718072,0.439763562,0.221809126
0.92910471,0.025243932,0.251118041,0.325196113,0.309386041,0.281316484
0.907652364,0.027815512,0.650241524,0.761472645,0.491201355,0.387968554
0.933580123,0.000532551,0.327729227,0.378193192,0.378904204,0.098424938
0.878221334,0.001036622,0.607792685,0.705204111,0.433911571,0.362089489
0.935079831,0.00029395,0.605477443,0.46915878,0.487276329,0.377269211
0.905631018,0.028345547,0.638064806,0.540414925,0.492454514,0.100790114
0.864429355,0.001386222,0.603326043,0.338099727,0.479064886,0.13333081
0.896952866,0.018144262,0.627504551,0.764341715,0.74499559,0.728952551
0.885352357,0.968149399,0.604380139,0.717588324,0.71778019,0.45250639
0.96010658,0.027035605,0.278215012,0.407342458,0.38998137,0.102542147
0.874077872,0.000217871,0.581074504,0.536377296,0.612382363,0.46825755
0.912554572,0.028691524,0.744013387,0.639199365,0.458356222,0.275402567
0.830639688,0.822472012,0.356797044,0.559270913,0.844659307,0.542936422
0.921268291,8.64E-05,0.622297874,0.4968145,0.53819495,0.418665805
0.92472414,0.000489782,0.542759597,0.527766865,0.668713391,0.524351721
0.864691359,0.028688706,0.602754289,0.757800277,0.462440275,0.413642829
0.925008669,0.028671196,0.643998975,0.475213329,0.437485482,0.172529467
0.900147896,0.000609032,0.624579983,0.716326167,0.656942645,0.417551973
0.903360709,0.005674503,0.649450567,0.752336042,0.466900416,0.392245104
0.868341637,0.000232161,0.617025111,0.53656479,0.471870877,0.154509782
0.923989105,0.028706015,0.538190353,0.554460215,0.472388688,0.112930967
0.926923316,3.13E-05,0.635259864,0.5139589,0.68201381,0.529101479
0.91985157,0.028708632,0.626993644,0.764291061,0.463090874,0.315670927
0.902601964,0.001207196,0.665160076,0.561409759,0.543398722,0.083865725
0.922619806,0.000259432,0.687742693,0.483123619,0.395808259,0.148672128
0.908482242,0.002909808,0.627264308,0.800564656,0.894470859,0.89471615
0.891238563,0.028684379,0.606816162,0.607157474,0.545059479,0.307064641
0.932317523,0.028705512,0.665035152,0.592675247,0.473897044,0.21227056
0.860399705,0.028565129,0.662717798,0.72709141,0.394368288,0.351493901
0.89204473,0.000261244,0.592461699,0.45771702,0.457972326,0.170307736
0.855691926,0.028564928,0.627406206,0.731655701,0.415188815,0.375004166
0.858106871,5.00E-05,0.591869421,0.43410328,0.401781166,0.481625562
0.919347716,0.020733956,0.634541221,0.580772113,0.473871376,0.215951095
0.91132161,0.000310554,0.550179991,0.564482315,0.531322302,0.377267868
0.856084339,0.018893375,0.608656074,0.574934208,0.480946163,0.418908453
0.884397998,0.000178825,0.591924524,0.563748119,0.585411395,0.482082953
0.897047709,0.000558917,0.596516694,0.556435688,0.464044514,0.39156488
0.877996082,0.010528343,0.599017376,0.464000016,0.569805814,0.574810237
0.900639895,0.00022723,0.572159631,0.50725752,0.461687379,0.253111091
0.89150531,0.054100696,0.581491203,0.566190066,0.549622765,0.169373109
0.910521371,0.028707927,0.637957419,0.779398606,0.49207752,0.397712862
0.901861001,0.000854275,0.614934285,0.508189859,0.493373891,0.128593376
0.88359183,0.027279741,0.621336158,0.474372178,0.564493815,0.493818118
0.902756084,0.000148535,0.561255703,0.588033074,0.521705634,0.344185333
0.908138436,0.028687298,0.660529743,0.653377663,0.587833466,0.404200898
0.876294832,0.000221091,0.602641685,0.475966213,0.396409879,0.424290854
0.831950302,0.015077466,0.612934197,0.784092148,0.415737748,0.185819744
0.86185377,0.986985615,0.662422129,0.694055165,0.743873779,0.674153405
0.873105729,0.02870672,0.669647028,0.737077217,0.427989933,0.248984018
0.902643458,0.000955009,0.633087727,0.511682596,0.515122207,0.466032747
0.953491267,0.956018573,0.655091283,0.716432034,0.655933801,0.456734846
0.906164511,0.000224009,0.635657445,0.510622134,0.395898331,0.205743723
0.92464708,7.47E-05,0.61047119,0.492533511,0.510760159,0.474978457
